gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Geothrix_sp903857495--GB_GCA_903857495.1,s__Geothrix_sp903857495,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix,50,2610,398,260.0,3008,157849,99.99,95.0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,86.77,13.23,8.64,0.152,3157.0,GB_GCA_903857495.1,True
s__Rodentibacter_pneumotropicus--RS_GCF_000379905.1,s__Rodentibacter_pneumotropicus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Rodentibacter,18,1536,2370,992.0,3906,40235,98.85,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Rodentibacter,39.32,60.68,25.4,1.543,2235.0,RS_GCF_000379905.1,True
s__Francisella_philomiragia--RS_GCF_000156715.1,s__Francisella_philomiragia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella,47,1443,2031,693.0,3474,91635,97.81,95.0282,Bacteria,Pseudomonadota,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,41.54,58.46,19.95,1.407,1950.0,RS_GCF_000156715.1,True
s__Escherichia_fergusonii--RS_GCF_000026225.1,s__Escherichia_fergusonii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,136,2875,12917,6314.0,15792,618750,98.8,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,18.21,81.79,39.98,4.493,4550.0,RS_GCF_000026225.1,True
s__Halopseudomonas_pachastrellae--RS_GCF_900114765.1,s__Halopseudomonas_pachastrellae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas,18,2360,5305,3198.0,7665,62906,96.14,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,30.79,69.21,41.72,2.248,3495.0,RS_GCF_900114765.1,True
s__Burkholderia_sp001522585--RS_GCF_001522585.2,s__Burkholderia_sp001522585,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,18,3521,6563,3450.0,10084,119958,96.44,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,34.92,65.08,34.21,1.864,6664.0,RS_GCF_001522585.2,True
s__Rhizobium_ruizarguesonis--RS_GCF_012349115.1,s__Rhizobium_ruizarguesonis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,25,4019,7898,4326.0,11917,183897,98.02,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,33.72,66.28,36.3,1.965,7356.0,RS_GCF_012349115.1,True
s__Ralstonia_solanacearum--RS_GCF_002251695.1,s__Ralstonia_solanacearum,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia,141,3191,15513,8296.0,18704,670283,96.27,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,17.06,82.94,44.35,4.861,4754.0,RS_GCF_002251695.1,True
s__UBA5518_sp002396625--GB_GCA_016705365.1,s__UBA5518_sp002396625,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518,14,2538,5956,4566.0,8494,56463,99.76,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,UBA5518,UBA5518,29.88,70.12,53.76,2.347,4033.0,GB_GCA_016705365.1,True
s__Xanthomonas_oryzae--RS_GCF_004136375.1,s__Xanthomonas_oryzae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas,396,3037,19682,7538.0,22719,1788265,99.16,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,13.37,86.63,33.18,6.481,4516.0,RS_GCF_004136375.1,True
s__Pseudomonas_E_avellanae--RS_GCF_000444135.1,s__Pseudomonas_E_avellanae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,319,3320,43563,22966.0,46883,1841471,96.76,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,7.08,92.92,48.99,13.121,5773.0,RS_GCF_000444135.1,True
s__Halomonas_alkaliphila--RS_GCF_016107625.1,s__Halomonas_alkaliphila,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas,15,2329,4732,2596.0,7061,57260,96.71,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,32.98,67.02,36.77,2.032,3817.0,RS_GCF_016107625.1,True
s__Xylella_fastidiosa--RS_GCF_011801475.1,s__Xylella_fastidiosa,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella,140,1606,12206,7372.0,13812,356281,98.43,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,11.63,88.37,53.37,7.6,2545.0,RS_GCF_011801475.1,True
s__Pseudomonas_E_shirazensis--RS_GCF_014268785.2,s__Pseudomonas_E_shirazensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,12,3024,4490,3279.0,7514,57403,97.6,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,40.24,59.76,43.64,1.485,4784.0,RS_GCF_014268785.2,True
s__Fonsibacter_ubiquis--RS_GCF_002688585.1,s__Fonsibacter_ubiquis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter,24,461,5073,2954.0,5534,24292,97.79,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Fonsibacter,8.33,91.67,53.38,11.004,1012.0,RS_GCF_002688585.1,True
s__Yersinia_mollaretii--RS_GCF_013282725.1,s__Yersinia_mollaretii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia,23,2719,4136,2111.0,6855,94900,96.95,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,39.66,60.34,30.8,1.521,4126.0,RS_GCF_013282725.1,True
s__Pasteurella_canis--RS_GCF_900454865.1,s__Pasteurella_canis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Pasteurella,10,1626,1452,1066.0,3078,20947,98.78,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Pasteurella,52.83,47.17,34.63,0.893,2095.0,RS_GCF_900454865.1,True
s__GCA-2731375_sp018660265--GB_GCA_018660265.1,s__GCA-2731375_sp018660265,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375,11,3054,5088,3943.0,8142,55733,99.92,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,GCA-2731375,GCA-2731375,GCA-2731375,37.51,62.49,48.43,1.666,5067.0,GB_GCA_018660265.1,True
s__Enterobacter_asburiae--RS_GCF_001521715.1,s__Enterobacter_asburiae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,32,2938,6375,3170.0,9313,144699,98.46,96.8818,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,31.55,68.45,34.04,2.17,4522.0,RS_GCF_001521715.1,True
s__Vibrio_mimicus--RS_GCF_000338875.1,s__Vibrio_mimicus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,26,2761,5925,4001.0,8686,102438,97.59,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,31.79,68.21,46.06,2.146,3940.0,RS_GCF_000338875.1,True
s__Xanthomonas_arboricola--RS_GCF_001013475.1,s__Xanthomonas_arboricola,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas,124,2852,11860,6271.0,14712,517348,97.02,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,19.39,80.61,42.63,4.158,4172.0,RS_GCF_001013475.1,True
s__Pseudomonas_E_atacamensis--RS_GCF_004801935.1,s__Pseudomonas_E_atacamensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,31,3576,8244,6186.0,11820,169948,97.18,96.1352,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,30.25,69.75,52.34,2.305,5482.0,RS_GCF_004801935.1,True
s__Stutzerimonas_degradans--RS_GCF_024448505.1,s__Stutzerimonas_degradans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas,12,2661,2742,1955.0,5403,45230,97.53,96.0484,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,49.25,50.75,36.18,1.03,3769.0,RS_GCF_024448505.1,True
s__Mameliella_alba--RS_GCF_900101505.1,s__Mameliella_alba,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mameliella,14,3539,3541,1893.0,7080,76272,98.6,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mameliella,49.99,50.01,26.74,1.001,5448.0,RS_GCF_900101505.1,True
s__Acetobacter_sp012517935--GB_GCA_012517935.1,s__Acetobacter_sp012517935,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter,14,2180,1108,617.0,3288,38485,95.83,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,66.3,33.7,18.77,0.508,2749.0,GB_GCA_012517935.1,True
s__Comamonas_testosteroni_B--RS_GCF_000739375.1,s__Comamonas_testosteroni_B,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas,10,2873,4305,2641.0,7178,52302,97.94,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Comamonas,40.03,59.97,36.79,1.498,5230.0,RS_GCF_000739375.1,True
s__Burkholderia_vietnamiensis--RS_GCF_000959445.1,s__Burkholderia_vietnamiensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,130,3671,19784,9366.0,23455,806895,98.94,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,15.65,84.35,39.93,5.389,6207.0,RS_GCF_000959445.1,True
s__Achromobacter_insuavis--RS_GCF_902859645.1,s__Achromobacter_insuavis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter,16,3542,5376,3473.0,8918,99927,99.46,95.6014,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_C,Achromobacter,39.72,60.28,38.94,1.518,6245.0,RS_GCF_902859645.1,True
s__GCA-2731375_sp018701215--GB_GCA_018701215.1,s__GCA-2731375_sp018701215,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375,15,3050,1606,1133.0,4656,74355,99.97,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,GCA-2731375,GCA-2731375,GCA-2731375,65.51,34.49,24.33,0.527,4957.0,GB_GCA_018701215.1,True
s__Rhizobium_sp900473185--GB_GCA_900473185.1,s__Rhizobium_sp900473185,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,27,4976,2205,1875.0,7181,200307,99.82,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,69.29,30.71,26.11,0.443,7419.0,GB_GCA_900473185.1,True
s__Acetobacter_senegalensis--RS_GCF_001580995.1,s__Acetobacter_senegalensis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter,13,2081,4804,2786.0,6885,46562,97.31,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,30.23,69.77,40.46,2.309,3582.0,RS_GCF_001580995.1,True
s__Thiopontia_sp018658305--GB_GCA_018658305.1,s__Thiopontia_sp018658305,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__GCF-002020875;f__GCF-002020875;g__Thiopontia,16,1297,1266,563.0,2563,27216,99.91,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCF-002020875,GCF-002020875,Thiopontia,50.6,49.4,21.97,0.976,1701.0,GB_GCA_018658305.1,True
s__Gallionella_sp903885165--GB_GCA_903885165.1,s__Gallionella_sp903885165,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella,60,1710,6631,3260.0,8341,147334,99.76,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Gallionella,20.5,79.5,39.08,3.878,2456.0,GB_GCA_903885165.1,True
s__Mycoplana_sp900469965--GB_GCA_900469965.1,s__Mycoplana_sp900469965,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mycoplana,10,3184,2581,1584.0,5765,48587,98.03,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mycoplana,55.23,44.77,27.48,0.811,4859.0,GB_GCA_900469965.1,True
s__Eikenella_exigua--RS_GCF_008805035.1,s__Eikenella_exigua,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Eikenella,10,1313,1454,350.0,2767,19103,96.49,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Eikenella,47.45,52.55,12.65,1.107,1910.0,RS_GCF_008805035.1,True
s__Pseudomonas_E_cichorii--RS_GCF_018343775.1,s__Pseudomonas_E_cichorii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,13,3431,2490,1479.0,5921,66198,97.84,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,57.95,42.05,24.98,0.726,5092.0,RS_GCF_018343775.1,True
s__Vibrio_campbellii--RS_GCF_002163755.1,s__Vibrio_campbellii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,87,3256,15852,9672.0,19108,444815,96.67,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,17.04,82.96,50.62,4.869,5113.0,RS_GCF_002163755.1,True
s__Ruegeria_atlantica_A--RS_GCF_013032005.1,s__Ruegeria_atlantica_A,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria,13,2975,1674,770.0,4649,55555,98.09,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,63.99,36.01,16.56,0.563,4273.0,RS_GCF_013032005.1,True
s__Stenotrophomonas_maltophilia_AM--RS_GCF_013004645.1,s__Stenotrophomonas_maltophilia_AM,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas,23,3031,5911,3719.0,8942,101417,97.99,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,33.9,66.1,41.59,1.95,4409.0,RS_GCF_013004645.1,True
s__Yersinia_bercovieri--RS_GCF_013282745.1,s__Yersinia_bercovieri,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia,18,2633,4129,2443.0,6762,71399,99.13,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,38.94,61.06,36.13,1.568,3967.0,RS_GCF_013282745.1,True
s__PFJX01_sp903835655--GB_GCA_903835655.1,s__PFJX01_sp903835655,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Thiobacillaceae;g__PFJX01,25,2538,6389,4529.0,8927,86833,99.87,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,PFJX01,28.43,71.57,50.73,2.517,3473.0,GB_GCA_903835655.1,True
s__Serratia_J_plymuthica--RS_GCF_001590925.1,s__Serratia_J_plymuthica,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Serratia_J,30,3130,5037,2825.0,8167,150075,97.89,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia_J,38.32,61.68,34.59,1.609,5002.0,RS_GCF_001590925.1,True
s__Xanthomonas_hortorum--RS_GCF_002939985.1,s__Xanthomonas_hortorum,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas,71,3132,7068,3511.0,10200,320347,98.81,96.0373,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,30.71,69.29,34.42,2.257,4512.0,RS_GCF_002939985.1,True
s__Photobacterium_angustum--RS_GCF_003026365.1,s__Photobacterium_angustum,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium,26,3024,4329,1821.0,7353,113990,97.76,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Photobacterium,41.13,58.87,24.77,1.432,4384.0,RS_GCF_003026365.1,True
s__Escherichia_marmotae--RS_GCF_002900365.1,s__Escherichia_marmotae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,100,2893,12210,6305.0,15103,446809,99.01,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,19.16,80.84,41.75,4.221,4468.0,RS_GCF_002900365.1,True
s__Cupriavidus_necator--RS_GCF_000219215.1,s__Cupriavidus_necator,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus,12,3313,6478,3196.0,9791,85362,96.11,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,33.84,66.16,32.64,1.955,7114.0,RS_GCF_000219215.1,True
s__Acinetobacter_nosocomialis--RS_GCF_000368085.1,s__Acinetobacter_nosocomialis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,246,2441,24420,14998.0,26861,923324,97.93,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,9.09,90.91,55.84,10.004,3753.0,RS_GCF_000368085.1,True
s__Acinetobacter_towneri_A--RS_GCF_001758345.1,s__Acinetobacter_towneri_A,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,18,2511,1442,1163.0,3953,52390,97.13,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,63.52,36.48,29.42,0.574,2911.0,RS_GCF_001758345.1,True
s__Legionella_fraseri--RS_GCF_000586315.1,s__Legionella_fraseri,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella,42,2411,2494,1019.0,4905,131548,98.5,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,49.15,50.85,20.77,1.034,3132.0,RS_GCF_000586315.1,True
s__Neorhizobium_soli--RS_GCF_001423425.1,s__Neorhizobium_soli,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium,13,2957,3692,2072.0,6649,59941,97.29,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Neorhizobium,44.47,55.53,31.16,1.249,4611.0,RS_GCF_001423425.1,True
s__Pseudomonas_E_gingeri_A--RS_GCF_013385635.1,s__Pseudomonas_E_gingeri_A,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,15,4169,2827,1663.0,6996,100856,99.61,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,59.59,40.41,23.77,0.678,6724.0,RS_GCF_013385635.1,True
s__Pseudomonas_E_fluorescens_AN--RS_GCF_001708445.1,s__Pseudomonas_E_fluorescens_AN,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,34,3915,5702,2987.0,9617,226444,99.17,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,40.71,59.29,31.06,1.456,6660.0,RS_GCF_001708445.1,True
s__Allorhizobium_cremeum--RS_GCF_022884085.1,s__Allorhizobium_cremeum,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium,22,3186,2772,1160.0,5958,104033,98.62,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium,53.47,46.53,19.47,0.87,4729.0,RS_GCF_022884085.1,True
s__Aliivibrio_finisterrensis--RS_GCF_008933155.1,s__Aliivibrio_finisterrensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio,11,2323,2325,706.0,4648,41555,95.53,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Aliivibrio,49.98,50.02,15.19,1.001,3778.0,RS_GCF_008933155.1,True
s__Acinetobacter_calcoaceticus--RS_GCF_000368965.1,s__Acinetobacter_calcoaceticus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,25,2455,5032,3336.0,7487,93805,97.01,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,32.79,67.21,44.56,2.05,3752.0,RS_GCF_000368965.1,True
s__Cronobacter_dublinensis--RS_GCF_001277235.1,s__Cronobacter_dublinensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter,36,2815,6820,4356.0,9635,151548,97.74,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,29.22,70.78,45.21,2.423,4210.0,RS_GCF_001277235.1,True
s__Shewanella_vesiculosa--RS_GCF_021560015.1,s__Shewanella_vesiculosa,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella,18,3012,3441,2369.0,6453,72919,98.58,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Shewanellaceae,Shewanella,46.68,53.32,36.71,1.142,4051.0,RS_GCF_021560015.1,True
s__Polynucleobacter_sp903843315--GB_GCA_903843315.1,s__Polynucleobacter_sp903843315,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter,17,1365,5346,3858.0,6711,35055,99.21,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,20.34,79.66,57.49,3.916,2062.0,GB_GCA_903843315.1,True
s__Acinetobacter_johnsonii--RS_GCF_000368045.1,s__Acinetobacter_johnsonii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,60,2112,14874,9438.0,16986,206374,96.15,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,12.43,87.57,55.56,7.043,3440.0,RS_GCF_000368045.1,True
s__Thiodubiliella_sp001298715--RS_GCF_001298715.1,s__Thiodubiliella_sp001298715,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__PS1;f__Thioglobaceae;g__Thiodubiliella,41,1231,6726,2873.0,7957,104932,98.92,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,PS1,Thioglobaceae,Thiodubiliella,15.47,84.53,36.11,5.464,2559.0,RS_GCF_001298715.1,True
s__Pseudomonas_E_protegens--RS_GCF_000397205.1,s__Pseudomonas_E_protegens,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,78,4108,8572,5374.0,12680,488430,98.78,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,32.4,67.6,42.38,2.087,6262.0,RS_GCF_000397205.1,True
s__Acinetobacter_pseudolwoffii--RS_GCF_002803605.1,s__Acinetobacter_pseudolwoffii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,29,1987,5152,3103.0,7139,85851,97.68,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,27.83,72.17,43.47,2.593,2960.0,RS_GCF_002803605.1,True
